local_id,paper_id,title,year,first_author,institution,country,venue,subtopic,citations,references,n_authors,author_share
P1779,https://openalex.org/W4303433069,"Clinical Ethics – To Compute, or Not to Compute?",2022.0,Lukas J. Meier,Technical University Of Munich,DE,The American Journal of Bioethics,Artificial Intelligence in Healthcare and Education,5.0,20.0,4.0,0.25
P1781,https://openalex.org/W4413614072,AI chatbots can boost public health in Africa – why language inclusion matters,2025.0,Songbo Hu,University Of Cambridge,GB,Unknown,Artificial Intelligence in Healthcare and Education,0.0,0.0,3.0,0.3333333333333333
P1782,https://openalex.org/W4415585102,Do we need AI guardians to protect us from health information overload?,2025.0,Arjun Mahajan,Harvard University,US,npj Digital Medicine,Artificial Intelligence in Healthcare and Education,0.0,27.0,2.0,0.5
P1783,https://openalex.org/W4360823172,The SMART Text2FHIR Pipeline,2023.0,Timothy A. Miller,Boston Children'S Hospital,US,bioRxiv (Cold Spring Harbor Laboratory),Natural Language Processing Techniques,2.0,21.0,5.0,0.2
P1784,https://openalex.org/W4413532003,AI advances have left news publishers fearing for their business models – new research,2024.0,Nic Newman,University Of Oxford,GB,Unknown,Artificial Intelligence in Healthcare and Education,0.0,0.0,1.0,1.0
P1785,https://openalex.org/W4413432492,"716 Revolutionizing home healthcare: telemedicine, predictive analytics, and AI-driven drug discovery",2025.0,Songita Sett,"Maulana Abul Kalam Azad University Of Technology, West Bengal",IN,Unknown,Artificial Intelligence in Healthcare,0.0,28.0,3.0,0.3333333333333333
P1786,https://openalex.org/W4389485787,Correction: Editors’ statement on the responsible use of generative AI technologies in scholarly journal publishing,2023.0,Gregory E. Kaebnick,Hastings Center,US,Medicine Health Care and Philosophy,Artificial Intelligence in Healthcare and Education,0.0,0.0,9.0,0.1111111111111111
P1787,https://openalex.org/W4406749242,ARCH: Large-scale knowledge graph via aggregated narrative codified health records analysis,2025.0,Ziming Gan,University Of Chicago,US,Journal of Biomedical Informatics,Machine Learning in Healthcare,3.0,100.0,22.0,0.0454545454545454
P1788,https://openalex.org/W4297206241,FAIR TREATMENT: Federated analytics and AI Research across TREs for AdolescenT MENTal health,2022.0,Anna Moore,University Of Cambridge,GB,Zenodo (CERN European Organization for Nuclear Research),Artificial Intelligence in Healthcare and Education,0.0,0.0,11.0,0.0909090909090909
P1789,https://openalex.org/W4409719953,Navigating Skin Concerns with AI: A Human-Centered Investigation of a Dermatology App in a Diverse Community,2025.0,Rory Sayres,Google (United States),US,Unknown,Artificial Intelligence in Healthcare and Education,0.0,33.0,31.0,0.032258064516129
P1791,https://openalex.org/W4411142650,Automated Benchmarking Infrastructure: Moving Toward Robust Investigations of Gen AI in Computing Education,2025.0,Murtaza Ali,University Of Washington,US,ACM Inroads,Machine Learning and Data Classification,0.0,13.0,2.0,0.5
P1792,https://openalex.org/W4409161940,Can Open-Source AI Models Diagnose Complex Cases as Well as GPT-4?,2025.0,Roy Perlis,Harvard University,US,JAMA,Artificial Intelligence in Healthcare and Education,0.0,0.0,2.0,0.5
P1793,https://openalex.org/W4392900975,O52: Empowering Medical Students and Early Career Surgeons in Critical Appraisal of AI Research: Design and Evaluation of a Pilot Course,2024.0,Victoria Ngai,University College London,GB,British journal of surgery,Artificial Intelligence in Healthcare and Education,0.0,0.0,10.0,0.1
P1797,https://openalex.org/W4385567161,"SocioProbe: What, When, and Where Language Models Learn about Sociodemographics",2022.0,Anne Lauscher,Universität Hamburg,DE,Unknown,Natural Language Processing Techniques,5.0,70.0,4.0,0.25
P1799,https://openalex.org/W4407899633,Will AI jeopardize science photography? There’s still time to create an ethical code of conduct,2025.0,Felice Frankel,Massachusetts Institute Of Technology,US,Nature,Artificial Intelligence in Healthcare and Education,0.0,0.0,1.0,1.0
P1800,https://openalex.org/W2976588436,The Devil in the Detail: Mitigating the Constitutional &amp;amp; Rule of Law Risks Associated with the use of Artificial Intelligence in the Legal Domain,2018.0,Catrina Denvir,Monash University,AU,SSRN Electronic Journal,Artificial Intelligence in Law,4.0,29.0,4.0,0.25
P1802,https://openalex.org/W2994950732,BERTQA -- Attention on Steroids,2022.0,Ankit Chadha,Stanford University,US,arXiv (Cornell University),Natural Language Processing Techniques,5.0,6.0,2.0,0.5
P1804,https://openalex.org/W4407722206,World and Human Action Models towards gameplay ideation,2025.0,Anssi Kanervisto,Microsoft Research (United Kingdom),GB,Nature,Artificial Intelligence in Games,6.0,59.0,22.0,0.0454545454545454
P1806,https://openalex.org/W1851604233,Reports of the 2016 AAAI Workshop Program,2016.0,Stefano V. Albrecht,The University Of Texas At Austin,US,AI Magazine,Artificial Intelligence in Healthcare and Education,6.0,0.0,36.0,0.0277777777777777
P1807,https://openalex.org/W4390796890,Diagnostic Performance of Artificial Intelligence in Detection of Primary Malignant Bone Tumors: a Meta-Analysis,2024.0,Mohammad Amin Salehi,Tehran University Of Medical Sciences,IR,Journal of Imaging Informatics in Medicine,Artificial Intelligence in Healthcare and Education,6.0,55.0,7.0,0.1428571428571428
P1808,https://openalex.org/W4385571369,Rethinking Semi-supervised Learning with Language Models,2023.0,Zhengxiang Shi,University College London,GB,Unknown,Natural Language Processing Techniques,5.0,70.0,6.0,0.1666666666666666
P1809,https://openalex.org/W4394345636,Quantifying the impact of AI recommendations with explanations on prescription decisions: an interactive 3 vignette study (data &amp; code),2023.0,Myura Nagendran,Imperial College Healthcare Nhs Trust,GB,Unknown,Artificial Intelligence in Healthcare and Education,0.0,0.0,5.0,0.2
P1810,https://openalex.org/W4366779615,Robust deep learning framework for constitutive relations modeling,2023.0,Qing-Jie Li,Massachusetts Institute Of Technology,US,Acta Materialia,Machine Learning in Materials Science,18.0,40.0,6.0,0.1666666666666666
P1814,https://openalex.org/W3042921771,Building natural language processing tools for Runyakitara,2020.0,Fridah Katushemererwe,Makerere University,UG,Applied Linguistics Review,Natural Language Processing Techniques,2.0,36.0,3.0,0.3333333333333333
P1817,https://openalex.org/W4401183144,Assessment of Fine-Tuned Large Language Models for Real-World Chemistry and Material Science Applications,2024.0,Joren Van Herck,École Polytechnique Fédérale De Lausanne,CH,Unknown,Machine Learning in Materials Science,2.0,34.0,46.0,0.0217391304347826
P1818,https://openalex.org/W4407927964,The role of artificial intelligence in sepsis in the Emergency Department: a narrative review,2025.0,Mui Teng Chua,National University Health System,SG,Annals of Translational Medicine,Artificial Intelligence in Healthcare and Education,5.0,0.0,8.0,0.125
P1824,https://openalex.org/W2886363898,Functional programming for modular Bayesian inference,2018.0,Adam Ścibior,University Of Cambridge,GB,Proceedings of the ACM on Programming Languages,Machine Learning and Algorithms,21.0,37.0,3.0,0.3333333333333333
P1826,https://openalex.org/W3103068588,Coding Textual Inputs Boosts the Accuracy of Neural Networks,2020.0,Abdul Rafae Khan,Peking University,CN,Unknown,Natural Language Processing Techniques,2.0,31.0,3.0,0.3333333333333333
P1827,https://openalex.org/W4407250273,The Equity Challenge: Investigating AI-Based Prior Authorization in Endoscopic Sinus and Skull Base Surgery,2025.0,Srinidhi Polkampally,Stanford Medicine,US,Journal of Neurological Surgery Part B Skull Base,Artificial Intelligence in Healthcare and Education,0.0,0.0,3.0,0.3333333333333333
P1828,https://openalex.org/W4413530366,AI is supposed to make us more efficient – but it could mean we waste more energy,2024.0,Felippa Amanta,University Of Oxford,GB,Unknown,Artificial Intelligence in Healthcare and Education,0.0,0.0,1.0,1.0
P1830,https://openalex.org/W4415472205,Letter: Generative AI Dual-Use Risks in Infectious Diseases: An Overlooked Challenge for Global Health,2025.0,Alberto Rizzo,Asst Fatebenefratelli Sacco,IT,NEJM AI,Artificial Intelligence in Healthcare and Education,0.0,4.0,6.0,0.1666666666666666
P1833,https://openalex.org/W4389221756,Evaluating Physician-AI Interaction for Multiple Myeloma Management: Paving the Path Towards Precision Oncology,2023.0,Barbara D Lam,Beth Israel Deaconess Medical Center,US,Blood,Artificial Intelligence in Healthcare and Education,0.0,0.0,7.0,0.1428571428571428
P1834,https://openalex.org/W4407009911,Study Finds People Prefer AI Over Clinician Responses to Questions in the Electronic Medical Record,2025.0,Roy Perlis,Harvard University,US,JAMA,Artificial Intelligence in Healthcare and Education,0.0,0.0,2.0,0.5
P1835,https://openalex.org/W3111553449,Pre-training Protein Language Models with Label-Agnostic Binding Pairs Enhances Performance in Downstream Tasks,2022.0,Modestas Filipavicius,Eth Zurich,CH,arXiv (Cornell University),Machine Learning in Bioinformatics,2.0,42.0,4.0,0.25
P1841,https://openalex.org/W4410640532,SO17. From Months To Minutes: Evaluating an AI-driven Approach to Systematic Reviews in Plastic Surgery,2025.0,Moreen W. Njoroge,Johns Hopkins Medicine,US,Plastic & Reconstructive Surgery Global Open,Artificial Intelligence in Healthcare and Education,0.0,0.0,10.0,0.1
P1842,https://openalex.org/W4413613968,AI will soon be able to audit all published research – what will that mean for public trust in science?,2025.0,Alexander Kaurov,Victoria University Of Wellington,NZ,Unknown,Artificial Intelligence in Healthcare and Education,0.0,6.0,2.0,0.5
P1844,https://openalex.org/W4404812876,Challenges and Opportunities for Data Sharing Related to Artificial Intelligence Tools in Health Care in Low- and Middle-Income Countries: Systematic Review and Case Study From Thailand,2024.0,Aprajita Kaushik,National University Health System,SG,Journal of Medical Internet Research,Artificial Intelligence in Healthcare and Education,8.0,42.0,5.0,0.2
P1845,https://openalex.org/W4406959567,Author Correction: Establishing responsible use of AI guidelines: a comprehensive case study for healthcare institutions,2025.0,Agustina D. Saenz,Harvard University,US,npj Digital Medicine,Artificial Intelligence in Healthcare and Education,0.0,0.0,22.0,0.0454545454545454
P1846,https://openalex.org/W4413314407,"Regulating medical AI before midnight strikes: Addressing bias, data fidelity, and implementation challenges",2025.0,Cameron J. Sabet,Georgetown University,US,PLOS Digital Health,Artificial Intelligence in Healthcare and Education,0.0,6.0,4.0,0.25
P1847,https://openalex.org/W3174685626,Apports de l’Intelligence Artificielle en épidémiologie,2021.0,J.-E. Bibault,Hôpital Européen Georges-Pompidou,FR,Cancer/Radiothérapie,Machine Learning in Healthcare,7.0,13.0,2.0,0.5
P1850,https://openalex.org/W4396747392,Use of artificial intelligence in obstetric and gynaecological diagnostics: a protocol for a systematic review and meta-analysis,2024.0,Anjalee Chaurasia,Imperial College London,GB,BMJ Open,Artificial Intelligence in Healthcare and Education,5.0,23.0,8.0,0.125
P1852,https://openalex.org/W2810362036,Can the NHS be a learning healthcare system in the age of digital technology?,2018.0,Amitava Banerjee,Farr Institute,GB,BMJ evidence-based medicine,Machine Learning in Healthcare,11.0,30.0,3.0,0.3333333333333333
P1854,https://openalex.org/W3034112745,A Simple Baseline to Semi-Supervised Domain Adaptation for Machine Translation,2022.0,Di Jin,Massachusetts Institute Of Technology,US,arXiv (Cornell University),Natural Language Processing Techniques,13.0,21.0,4.0,0.25
P1856,https://openalex.org/W4232930597,Artificial Intelligence in Health,2019.0,Fernando Koch,The University Of Melbourne,AU,Lecture notes in computer science,Artificial Intelligence in Healthcare,7.0,7.0,16.0,0.0625
P1857,https://openalex.org/W4400052881,"Leveraging natural language processing to curate the tmCAT, tmPHOTO, tmBIO, and tmSCO datasets of functional transition metal complexes",2024.0,Ilia Kevlishvili,Massachusetts Institute Of Technology,US,Faraday Discussions,Machine Learning in Materials Science,4.0,100.0,8.0,0.125
P1858,https://openalex.org/W2795059874,Artificial intelligence in health care: enabling informed care,2018.0,Lionel Tarassenko,University Of Oxford,GB,The Lancet,Artificial Intelligence in Healthcare and Education,12.0,7.0,2.0,0.5
P1861,https://openalex.org/W2967743594,Two-stage Federated Phenotyping and Patient Representation Learning,2022.0,Dianbo Liu,Harvard University Press,US,arXiv (Cornell University),Machine Learning in Healthcare,7.0,21.0,3.0,0.3333333333333333
P1862,https://openalex.org/W4413521318,AI can process more information than humans – so will it stop us repeating our mistakes?,2023.0,Anders Sandberg,University Of Oxford,GB,Unknown,Artificial Intelligence in Healthcare and Education,0.0,0.0,1.0,1.0
P1863,https://openalex.org/W4402582938,ChatGPT Virtual Assistant for Breast Reconstruction: Assessing Preferences for a Traditional Chatbot versus a Human AI VideoBot,2024.0,Trudy Kim,Stanford University,US,Plastic & Reconstructive Surgery Global Open,Artificial Intelligence in Healthcare and Education,0.0,0.0,7.0,0.1428571428571428
P1866,https://openalex.org/W4205646813,Artificial intelligence and data processing in injury diagnosis and prevention in competitive sports: A literature review,2021.0,Panagiotis Poulios,Barnet Hospital,GB,MOJ Orthopedics & Rheumatology,Artificial Intelligence in Healthcare and Education,3.0,24.0,4.0,0.25
P1867,https://openalex.org/W4413482813,From pilot to practice: a scoping review protocol mapping the development of AI-enabled solutions for maternal health using technology readiness levels,2025.0,Nico Marquardt,Charité - Universitätsmedizin Berlin,DE,BMJ Open,Artificial Intelligence in Healthcare and Education,0.0,19.0,8.0,0.125
P1868,https://openalex.org/W4401082966,Author Correction: Concordance of randomised controlled trials for artificial intelligence interventions with the CONSORT-AI reporting guidelines,2024.0,Alexander P. L. Martindale,Brighton And Sussex Medical School,GB,Nature Communications,Artificial Intelligence in Healthcare and Education,0.0,0.0,22.0,0.0454545454545454
P1869,https://openalex.org/W4400677043,ChatGPT vs Medical Professional: Analyzing Responses to Laboratory Medicine Questions on Social Media,2024.0,Mark R Girton,University Of Michigan,US,Clinical Chemistry,Artificial Intelligence in Healthcare and Education,15.0,22.0,5.0,0.2
P1872,https://openalex.org/W4398188474,Topic Modelling Case Law Using a Large Language Model and a New Taxonomy for UK Law: AI Insights into Summary Judgment,2024.0,Holli Sargeant,University Of Cambridge,GB,SSRN Electronic Journal,Artificial Intelligence in Law,0.0,61.0,3.0,0.3333333333333333
P1873,https://openalex.org/W4392157732,Translating Legalese,2024.0,Elliott Ash,Eth Zurich,CH,Unknown,Artificial Intelligence in Law,4.0,31.0,5.0,0.2
P1874,https://openalex.org/W4403918436,AI Has Won Nobel Prizes in Hard Science: Can Humans Be Smarter—and Softer on Each Other?,2024.0,Xiao-Li Meng,Harvard University Press,US,Harvard Data Science Review,Artificial Intelligence in Healthcare and Education,0.0,0.0,1.0,1.0
P1878,https://openalex.org/W4407034184,384: EVALUATING DATA FIDELITY: AN INNOVATIVE TOOL FOR BUILDING HIGH-QUALITY AI MODELS IN CRITICAL CARE,2025.0,Jay Ananth,Massachusetts Institute Of Technology,US,Critical Care Medicine,Machine Learning in Healthcare,0.0,0.0,8.0,0.125
P1882,https://openalex.org/W4386537546,"OS05.7.A MICROLENS: EXPLORING THE GAP BETWEEN PATIENT AND CAREGIVER NEEDS, AND TECHNICAL DEVELOPMENTS IN AI-ENABLED MEDICAL IMAGE INTERPRETATION",2023.0,L Pakzad-Shahabi,Imperial College Healthcare Nhs Trust,GB,Neuro-Oncology,Artificial Intelligence in Healthcare and Education,0.0,0.0,4.0,0.25
P1885,https://openalex.org/W4402692392,Large Language Models and the North American Pharmacist Licensure Examination (NAPLEX) Practice Questions,2024.0,Alexa Ehlert,University Of North Carolina At Chapel Hill,US,American Journal of Pharmaceutical Education,Artificial Intelligence in Healthcare and Education,3.0,19.0,4.0,0.25
P1886,https://openalex.org/W4403035497,Games Wide Open to athlete partnership in building artificial intelligence systems,2024.0,Yosra Magdi Mekki,Qatar University,QA,npj Digital Medicine,Artificial Intelligence in Healthcare and Education,4.0,7.0,5.0,0.2
P1888,https://openalex.org/W4403781984,How Can We Show That Artificial Intelligence May Improve Our Assessment and Management of Lower Urinary Tract Dysfunctions?—ICI‐RS 2024,2024.0,Enrico Finazzi Agrò,Policlinico Tor Vergata,IT,Neurourology and Urodynamics,Artificial Intelligence in Healthcare and Education,4.0,37.0,16.0,0.0625
P1891,https://openalex.org/W3171613114,Mandoline: Model Evaluation under Distribution Shift,2022.0,Mayee Chen,Stanford University,US,arXiv (Cornell University),Machine Learning and Data Classification,10.0,0.0,6.0,0.1666666666666666
P1892,https://openalex.org/W4396680888,<scp>AutoPEFT</scp>: Automatic Configuration Search for Parameter-Efficient Fine-Tuning,2024.0,Han Zhou,University Of Cambridge,GB,Transactions of the Association for Computational Linguistics,Natural Language Processing Techniques,10.0,60.0,4.0,0.25
P1893,https://openalex.org/W4389868599,Session Introduction: Artificial Intelligence in Clinical Medicine: Generative and Interactive Systems at the Human-Machine Interface,2023.0,Sajjad Fouladvand,Johnson & Johnson (United States),US,Unknown,Machine Learning in Healthcare,3.0,0.0,6.0,0.1666666666666666
P1895,https://openalex.org/W4405094615,Current Developments from Silicon Valley – How Artificial Intelligence is Changing Gynecology and Obstetrics,2024.0,Sebastian Griewing,Deutsche Gesellschaft Für Hämatologie Und Medizinische Onkologie,DE,Geburtshilfe und Frauenheilkunde,Artificial Intelligence in Healthcare and Education,3.0,17.0,5.0,0.2
P1896,https://openalex.org/W4411570800,Correction: Balancing promise and concern in AI therapy: a critical perspective on early evidence from the MIT–OpenAI RCT,2025.0,Yaakov Ophir,University Of Cambridge,GB,Frontiers in Medicine,Artificial Intelligence in Healthcare and Education,0.0,0.0,5.0,0.2
P1899,https://openalex.org/W4405184846,Updating methods for artificial intelligence–based clinical prediction models: a scoping review,2024.0,Lotta M Meijerink,University Medical Center Utrecht,NL,Journal of Clinical Epidemiology,Machine Learning in Healthcare,4.0,98.0,13.0,0.0769230769230769
P1900,https://openalex.org/W4394827676,AI Left Ventricular Segmentation Outperforms Humans for Prediction of All-cause Mortality in Known or Suspected Coronary Disease,2024.0,George Joy,University College London,GB,Journal of Cardiovascular Magnetic Resonance,Artificial Intelligence in Healthcare,0.0,0.0,11.0,0.0909090909090909
P1902,https://openalex.org/W4411184454,Advancing Neurosurgical Oncology and AI Innovations in Latin American Brain Cancer Care: Insights from a Center of Excellence,2025.0,José E. Valerio,George Washington University,US,NeuroSci,Artificial Intelligence in Healthcare and Education,0.0,62.0,8.0,0.125
P1903,https://openalex.org/W4387849960,"Accelerating artificial intelligence: How federated learning can protect privacy, facilitate collaboration, and improve outcomes",2023.0,Malhar Patel,Johns Hopkins University,US,Health Informatics Journal,Artificial Intelligence in Healthcare and Education,9.0,8.0,10.0,0.1
P1904,https://openalex.org/W4402197072,Optimal Molecular Design: Generative Active Learning Combining REINVENT with Precise Binding Free Energy Ranking Simulations,2024.0,Hannes H. Loeffler,Astrazeneca (Sweden),SE,Journal of Chemical Theory and Computation,Machine Learning in Materials Science,10.0,87.0,5.0,0.2
P1906,https://openalex.org/W4389519233,Mixed-domain Language Modeling for Processing Long Legal Documents,2023.0,Wenyue Hua,California University Of Pennsylvania,US,Unknown,Artificial Intelligence in Law,3.0,24.0,5.0,0.2
P1907,https://openalex.org/W2948847269,Finding Friend and Foe in Multi-Agent Games,2022.0,Jack Serrino,Massachusetts Institute Of Technology,US,arXiv (Cornell University),Artificial Intelligence in Games,18.0,40.0,4.0,0.25
P1908,https://openalex.org/W4405332363,"A head-to-head comparison of the accuracy of commercially available large language models for infection prevention and control inquiries, 2024",2024.0,Oluchi J Abosi,University Of Iowa Health Care,US,Infection Control and Hospital Epidemiology,Artificial Intelligence in Healthcare and Education,1.0,8.0,7.0,0.1428571428571428
P1909,https://openalex.org/W4388441735,ChatGPT versus Human Essayists: An Exploration of the Impact of Artificial Intelligence for Authorship and Academic Integrity in the Humanities,2023.0,Tom Revell,University Of Oxford,GB,Research Square (Research Square),Artificial Intelligence in Healthcare and Education,4.0,20.0,11.0,0.0909090909090909
P1910,https://openalex.org/W3159124106,Capturing Logical Structure of Visually Structured Documents with Multimodal Transition Parser,2021.0,Yuta Koreeda,Hitachi Global Storage Technologies (United States),US,Unknown,Natural Language Processing Techniques,6.0,18.0,2.0,0.5
P1911,https://openalex.org/W2333834638,A Distributed Agent for Computational Pool,2016.0,Christopher Archibald,Mississippi State University,US,IEEE Transactions on Computational Intelligence and AI in Games,Artificial Intelligence in Games,6.0,41.0,3.0,0.3333333333333333
P1915,https://openalex.org/W4392191615,Challenges and Opportunities for Data Sharing Related to Artificial Intelligence AI Tools in Healthcare in Low- and Middle-Income Countries: A Systematic Review and Case Study from Thailand,2024.0,Aprajita Kaushik,National University Of Singapore,SG,SSRN Electronic Journal,Artificial Intelligence in Healthcare,0.0,0.0,5.0,0.2
P1917,https://openalex.org/W4401610254,Special issue on Human-Centered Artificial Intelligence for One Health,2024.0,Paolo Buono,University Of Bari Aldo Moro,IT,Artificial Intelligence in Medicine,Artificial Intelligence in Healthcare and Education,3.0,24.0,5.0,0.2
P1918,https://openalex.org/W4281253585,The Radiology: Artificial Intelligence Trainee Editorial Board: Initial Experience and Future Directions,2022.0,Pedro V Staziaki,Harvard University,US,Academic Radiology,Artificial Intelligence in Healthcare and Education,4.0,21.0,6.0,0.1666666666666666
P1922,https://openalex.org/W3157540725,Author Reply: Artificial Intelligence in Sports Medicine,2021.0,Nikolaos K. Paschos,Harvard University,US,Arthroscopy The Journal of Arthroscopic and Related Surgery,Artificial Intelligence in Healthcare and Education,4.0,5.0,1.0,1.0
P1923,https://openalex.org/W3208313084,Measuring the Non-Transitivity in Chess,2022.0,Ricky Sanjaya,University College London,GB,Algorithms,Artificial Intelligence in Games,14.0,34.0,3.0,0.3333333333333333
P1928,https://openalex.org/W3113244671,Learning to Extrapolate Using Continued Fractions: Predicting the Critical Temperature of Superconductor Materials,2023.0,Pablo Moscato,University Of Newcastle Australia,AU,Algorithms,Machine Learning in Materials Science,10.0,31.0,5.0,0.2
P1929,https://openalex.org/W2799779043,Using Artificial Intelligence in an Intelligent Way to Improve Efficiency of a Heart Failure Care Team,2018.0,Griffin M. Weber,Beth Israel Deaconess Medical Center,US,Journal of Cardiac Failure,Artificial Intelligence in Healthcare and Education,4.0,8.0,1.0,1.0
P1930,https://openalex.org/W4415459220,Excessive highlighting of “artificial intelligence (AI)” in titles of News section articles potentially undermines the human efforts behind the breakthroughs,2025.0,Bor Luen Tang,National University Health System,SG,Science Editing,Artificial Intelligence in Healthcare and Education,0.0,0.0,1.0,1.0
P1931,https://openalex.org/W3035997888,Cancer Treatment Classification with Electronic Medical Health Records (Student Abstract),2020.0,Jiaming Zeng,Stanford University,US,Proceedings of the AAAI Conference on Artificial Intelligence,Machine Learning in Healthcare,1.0,5.0,4.0,0.25
P1933,https://openalex.org/W4285294689,Does BERT Know that the IS-A Relation Is Transitive?,2022.0,Ruixi Lin,National University Of Singapore,SG,Unknown,Natural Language Processing Techniques,5.0,25.0,2.0,0.5
P1935,https://openalex.org/W3207536300,The calculus of language: explicit representation of emergent linguistic structure through type-theoretical paradigms,2021.0,Juan Luis Gastaldi,Eth Zurich,CH,Interdisciplinary Science Reviews,Natural Language Processing Techniques,4.0,73.0,2.0,0.5
P1936,https://openalex.org/W4394577612,Extracting Structured Data from Organic Synthesis Procedures Using a Fine-Tuned Large Language Model,2024.0,Qianxiang Ai,Massachusetts Institute Of Technology,US,Unknown,Machine Learning in Materials Science,8.0,22.0,5.0,0.2
P1939,https://openalex.org/W2999858345,Social and Governance Implications of Improved Data Efficiency,2020.0,Aaron D. Tucker,Cornell University,US,Proceedings of the AAAI/ACM Conference on AI Ethics and Society,Machine Learning and Algorithms,3.0,2.0,3.0,0.3333333333333333
P1940,https://openalex.org/W4403465448,Do large language models have a legal duty to tell the truth?,2024.0,Sandra Wachter,University Of Oxford,GB,Unknown,Artificial Intelligence in Law,1.0,1.0,3.0,0.3333333333333333
P1941,https://openalex.org/W4289827994,Energy-aware neural architecture selection and hyperparameter optimization,2022.0,Nathan C. Frey,Massachusetts Institute Of Technology,US,2022 IEEE International Parallel and Distributed Processing Symposium Workshops (IPDPSW),Machine Learning in Materials Science,8.0,55.0,8.0,0.125
P1943,https://openalex.org/W4391776598,Understanding New Machine Learning Architectures: Practical Generative Artificial Intelligence for Anesthesiologists,2024.0,Christopher W. Connor,Charité - Universitätsmedizin Berlin,DE,Anesthesiology,Machine Learning in Healthcare,9.0,33.0,1.0,1.0
P1944,https://openalex.org/W3129070413,State of the Art in Artificial Intelligence and Machine Learning Techniques for Improving Patient Outcomes Pertaining to the Cardiovascular and Respiratory Systems,2021.0,Wan-Tai M. Au-Yeung,Massachusetts General Hospital,US,Unknown,Machine Learning in Healthcare,2.0,137.0,6.0,0.1666666666666666
P1945,https://openalex.org/W3196235103,Artificial Intelligence in Medical Education,2021.0,Jai Prashar,University College London,GB,Academic Medicine,Artificial Intelligence in Healthcare and Education,3.0,3.0,1.0,1.0
P1947,https://openalex.org/W4380550555,Artificial intelligence versus surgeon gestalt in predicting risk of emergency general surgery,2023.0,Mohamad El Moheb,Orcid,US,"The Journal of Trauma: Injury, Infection, and Critical Care",Artificial Intelligence in Healthcare and Education,15.0,24.0,11.0,0.0909090909090909
P1948,https://openalex.org/W4387024713,Collaborative Intelligence to catalyze the digital transformation of healthcare,2023.0,Ami B. Bhatt,American College Of Cardiology,US,npj Digital Medicine,Artificial Intelligence in Healthcare and Education,18.0,11.0,2.0,0.5
P1949,https://openalex.org/W4409901174,Evaluating Large Language Models on Aerospace Medicine Principles,2025.0,Kyle D. Anderson,Emory And Henry College,US,Wilderness and Environmental Medicine,Artificial Intelligence in Healthcare and Education,1.0,17.0,4.0,0.25
P1950,https://openalex.org/W4382632008,Application of Topic Modeling on Artificial Intelligence Studies as a Foundation to Develop Ethical Guidelines in African American Dementia Caregiving,2023.0,Sunmoo Yoon,Columbia University,US,Studies in health technology and informatics,Artificial Intelligence in Healthcare and Education,3.0,6.0,5.0,0.2
P1951,https://openalex.org/W3090805418,Pareto Probing: Trading Off Accuracy for Complexity,2020.0,Tiago Pimentel,University Of Cambridge,GB,Unknown,Natural Language Processing Techniques,6.0,43.0,4.0,0.25
P1952,https://openalex.org/W4412810783,TRIPOD+AI statement: updated guidance for reporting clinical prediction models that use regression or machine learning methods: a Korean translation,2025.0,Gary S Collins,Nuffield Orthopaedic Centre,GB,The Ewha Medical Journal,Artificial Intelligence in Healthcare and Education,0.0,1.0,34.0,0.0294117647058823
P1954,https://openalex.org/W4388348784,Clinical Applications of Artificial Intelligence in Real-World Data,2023.0,Folkert W. Asselbergs,Amsterdam University Medical Centers,NL,Unknown,Artificial Intelligence in Healthcare and Education,4.0,0.0,4.0,0.25
P1955,https://openalex.org/W4410273837,"""Help Humans Make the Right Decisions."" Patient Perspectives on Artificial Intelligence (AI) Supporting Clinicians in the Interpretation of Spirometry: A Qualitative Study",2025.0,G. Doe,University Of Leicester,GB,American Journal of Respiratory and Critical Care Medicine,Artificial Intelligence in Healthcare and Education,0.0,0.0,23.0,0.0434782608695652
P1956,https://openalex.org/W4290829917,138 Done in 16 Seconds: extracting research ready data from NHS clinical letters,2022.0,Rod Middleton,Swansea University,GB,Journal of Neurology Neurosurgery & Psychiatry,Artificial Intelligence in Healthcare and Education,1.0,0.0,6.0,0.1666666666666666
P1958,https://openalex.org/W4296297504,Domain Adaptation and Representation Transfer,2022.0,Konstantinos Kamnitsas,University Of Oxford,GB,Lecture notes in computer science,Artificial Intelligence in Healthcare and Education,4.0,3.0,8.0,0.125
P1959,https://openalex.org/W4403163447,Explainable &amp; Safe Artificial Intelligence in Radiology,2024.0,Synho Do,Korea University,KR,Journal of the Korean Society of Radiology,Artificial Intelligence in Healthcare and Education,2.0,17.0,1.0,1.0
P1960,https://openalex.org/W3184414211,Data Study Group Final Report: Bristol University – Applying AI and machine learning to reveal the molecular basis of heart disease,2020.0,Eron Cemal,Laerdal (Norway),NO,UEA Digital Repository (University of East Anglia),Artificial Intelligence in Healthcare,0.0,0.0,7.0,0.1428571428571428
P1961,https://openalex.org/W3120545354,The DeepMind Chinese–English Document Translation System at WMT2020,2020.0,Lei Yu,Google (United States),US,Empirical Methods in Natural Language Processing,Natural Language Processing Techniques,6.0,23.0,14.0,0.0714285714285714
P1962,https://openalex.org/W4389519371,Koala: An Index for Quantifying Overlaps with Pre-training Corpora,2023.0,Thuy-Trang Vu,Monash University,AU,Unknown,Natural Language Processing Techniques,2.0,44.0,4.0,0.25
